#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000011585.1	PRJNA224116	SAMEA3138215		na	267377	39152	Methanococcus maripaludis S2	strain=S2		latest	Complete Genome	Major	Full	2004/03/04	ASM1158v1	University of Washington	GCA_000011585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/585/GCF_000011585.1_ASM1158v1		
GCF_000016125.1	PRJNA224116	SAMN02598397		na	402880	39152	Methanococcus maripaludis C5	strain=C5		latest	Complete Genome	Major	Full	2007/03/15	ASM1612v1	DOE Joint Genome Institute	GCA_000016125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/125/GCF_000016125.1_ASM1612v1		
GCF_000017225.1	PRJNA224116	SAMN00000031		representative genome	426368	39152	Methanococcus maripaludis C7	strain=C7		latest	Complete Genome	Major	Full	2007/06/29	ASM1722v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000017225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/225/GCF_000017225.1_ASM1722v1		
GCF_000018485.1	PRJNA224116	SAMN02598423		na	444158	39152	Methanococcus maripaludis C6	strain=C6		latest	Complete Genome	Major	Full	2007/11/13	ASM1848v1	US DOE Joint Genome Institute	GCA_000018485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/485/GCF_000018485.1_ASM1848v1		
GCF_000220645.1	PRJNA224116	SAMN02603718		representative genome	1053692	39152	Methanococcus maripaludis X1	strain=X1		latest	Complete Genome	Major	Full	2011/07/14	ASM22064v1	Ecosystem Sciences, Commonwealth Scientific and Industrial Research Organisation 	GCA_000220645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/645/GCF_000220645.1_ASM22064v1		
GCF_000513315.1	PRJNA224116	SAMEA3138839	CBVX000000000.1	representative genome	1401244	39441	Methanobrevibacter arboriphilus ANOR1	strain=ANOR1		latest	Scaffold	Major	Full	2013/12/19	ANOR1	URMITE	GCA_000513315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/315/GCF_000513315.1_ANOR1		
GCF_001315885.1	PRJNA224116	SAMD00000480	BBBD00000000.1	na	1293039	39441	Methanobrevibacter arboriphilus JCM 9315	strain=JCM 9315		latest	Contig	Major	Full	2015/10/01	ASM131588v1	The University of Tokyo	GCA_001315885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/885/GCF_001315885.1_ASM131588v1		
GCF_002072215.1	PRJNA224116	SAMN03267482	JXMW00000000.1	na	1300164	39441	Methanobrevibacter arboriphilus JCM 13429 = DSM 1125	strain=DH1		latest	Contig	Major	Full	2017/03/24	ASM207221v1	Goettingen Genomics Laboratory	GCA_002072215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/215/GCF_002072215.1_ASM207221v1		
GCF_001888095.1	PRJNA224116	SAMN03100365	JWTK00000000.1	na	523843	39664	Methanohalophilus portucalensis FDF-1	strain=FDF-1		latest	Scaffold	Major	Full	2016/12/02	ASM188809v1	National Chung Hsing University	GCA_001888095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/095/GCF_001888095.1_ASM188809v1		assembly from type material
GCF_000217995.1	PRJNA224116	SAMN02232039		representative genome	679901	39669	Methanosalsum zhilinae DSM 4017	strain=DSM 4017		latest	Complete Genome	Major	Full	2011/06/13	ASM21799v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000217995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/995/GCF_000217995.1_ASM21799v1		assembly from type material
GCF_000017185.1	PRJNA224116	SAMN00623051		representative genome	419665	42879	Methanococcus aeolicus Nankai-3	strain=Nankai-3		latest	Complete Genome	Major	Full	2007/06/29	ASM1718v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000017185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/185/GCF_000017185.1_ASM1718v1		assembly from type material
GCF_000022385.1	PRJNA224116	SAMN02598420		representative genome	429572	43080	Sulfolobus islandicus L.S.2.15	strain=L.S.2.15		latest	Complete Genome	Major	Full	2009/04/24	ASM2238v1	US DOE Joint Genome Institute	GCA_000022385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/385/GCF_000022385.1_ASM2238v1		
GCF_000022405.1	PRJNA224116	SAMN02598416		na	427317	43080	Sulfolobus islandicus M.14.25	strain=M.14.25		latest	Complete Genome	Major	Full	2009/04/24	ASM2240v1	US DOE Joint Genome Institute	GCA_000022405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/405/GCF_000022405.1_ASM2240v1		
GCF_000022425.1	PRJNA224116	SAMN02598417		na	427318	43080	Sulfolobus islandicus M.16.27	strain=M.16.27		latest	Complete Genome	Major	Full	2009/04/29	ASM2242v1	US DOE Joint Genome Institute	GCA_000022425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/425/GCF_000022425.1_ASM2242v1		
GCF_000022445.1	PRJNA224116	SAMN02598414		na	426118	43080	Sulfolobus islandicus M.16.4	strain=M.16.4		latest	Complete Genome	Major	Full	2009/05/27	ASM2244v1	US DOE Joint Genome Institute	GCA_000022445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/445/GCF_000022445.1_ASM2244v1		
GCF_000022465.1	PRJNA224116	SAMN02598422		na	439386	43080	Sulfolobus islandicus Y.G.57.14	strain=Y.G.57.14		latest	Complete Genome	Major	Full	2009/04/29	ASM2246v1	US DOE Joint Genome Institute	GCA_000022465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/465/GCF_000022465.1_ASM2246v1		
GCF_000022485.1	PRJNA224116	SAMN02598411		na	419942	43080	Sulfolobus islandicus Y.N.15.51	strain=Y.N.15.51		latest	Complete Genome	Major	Full	2009/04/29	ASM2248v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000022485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/485/GCF_000022485.1_ASM2248v1		
GCF_000024305.1	PRJNA224116	SAMN02598413		na	425944	43080	Sulfolobus islandicus L.D.8.5	strain=L.D.8.5		latest	Chromosome	Major	Full	2010/01/22	ASM2430v1	US DOE Joint Genome Institute	GCA_000024305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/305/GCF_000024305.1_ASM2430v1		
GCF_000189555.1	PRJNA224116	SAMN02603882		na	930945	43080	Sulfolobus islandicus REY15A	strain=REY15A		latest	Complete Genome	Major	Full	2011/02/16	ASM18955v1	State Key Laboratory of Microbial Resources, Institute of Microbiology, CAS, Beijing, P. R. China	GCA_000189555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/555/GCF_000189555.1_ASM18955v1		
GCF_000189575.1	PRJNA224116	SAMN02602983		na	930943	43080	Sulfolobus islandicus HVE10/4	strain=HVE10/4		latest	Complete Genome	Major	Full	2011/02/16	ASM18957v1	Archaea Centre, Department of Biology, University of Copenhagen, 2200 Copenhagen N, Denmark	GCA_000189575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/575/GCF_000189575.1_ASM18957v1		
GCF_000245095.1	PRJNA224116	SAMN02471813	AHJK00000000.1	na	1132497	43080	Sulfolobus islandicus M.16.2	strain=M.16.2		latest	Chromosome	Major	Full	2012/01/25	ASM24509v2	University of Illinois	GCA_000245095.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/095/GCF_000245095.1_ASM24509v2		
GCF_000245115.1	PRJNA224116	SAMN02471807	AHJL00000000.1	na	1132498	43080	Sulfolobus islandicus M.16.12	strain=M.16.12		latest	Contig	Major	Full	2012/01/25	ASM24511v2	University of Illinois	GCA_000245115.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/115/GCF_000245115.1_ASM24511v2		
GCF_000245135.1	PRJNA224116	SAMN02471814	AHJM00000000.1	na	1132499	43080	Sulfolobus islandicus M.16.13	strain=M.16.13		latest	Contig	Major	Full	2012/01/25	ASM24513v2	University of Illinois	GCA_000245135.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/135/GCF_000245135.1_ASM24513v2		
GCF_000245155.1	PRJNA224116	SAMN02471818	AHJN00000000.1	na	1132500	43080	Sulfolobus islandicus M.16.22	strain=M.16.22		latest	Contig	Major	Full	2012/01/25	ASM24515v2	University of Illinois	GCA_000245155.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/155/GCF_000245155.1_ASM24515v2		
GCF_000245175.1	PRJNA224116	SAMN02471819	AHJO00000000.1	na	1132501	43080	Sulfolobus islandicus M.16.23	strain=M.16.23		latest	Chromosome	Major	Full	2012/01/25	ASM24517v2	University of Illinois	GCA_000245175.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/175/GCF_000245175.1_ASM24517v2		
GCF_000245195.1	PRJNA224116	SAMN02471824	AHJP00000000.1	na	1132502	43080	Sulfolobus islandicus M.16.30	strain=M.16.30		latest	Contig	Major	Full	2012/01/25	ASM24519v2	University of Illinois	GCA_000245195.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/195/GCF_000245195.1_ASM24519v2		
GCF_000245215.1	PRJNA224116	SAMN02471808	AHJQ00000000.1	na	1132503	43080	Sulfolobus islandicus M.16.40	strain=M.16.40		latest	Chromosome	Major	Full	2012/01/25	ASM24521v2	University of Illinois	GCA_000245215.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/215/GCF_000245215.1_ASM24521v2		
GCF_000245235.1	PRJNA224116	SAMN02471809	AHJR00000000.1	na	1132504	43080	Sulfolobus islandicus M.16.43	strain=M.16.43		latest	Chromosome	Major	Full	2012/01/25	ASM24523v2	University of Illinois	GCA_000245235.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/235/GCF_000245235.1_ASM24523v2		
GCF_000245255.1	PRJNA224116	SAMN02471810	AHJS00000000.1	na	1132505	43080	Sulfolobus islandicus M.16.46	strain=M.16.46		latest	Contig	Major	Full	2012/01/25	ASM24525v2	University of Illinois	GCA_000245255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/255/GCF_000245255.1_ASM24525v2		
GCF_000245275.1	PRJNA224116	SAMN02471811	AHJT00000000.1	na	1132506	43080	Sulfolobus islandicus M.16.47	strain=M.16.47		latest	Chromosome	Major	Full	2012/01/25	ASM24527v2	University of Illinois	GCA_000245275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/275/GCF_000245275.1_ASM24527v2		
GCF_000364745.1	PRJNA224116	SAMN02603709		na	1241935	43080	Sulfolobus islandicus LAL14/1	strain=LAL14/1		latest	Complete Genome	Major	Full	2013/04/15	ASM36474v1	Pasteur Institute, Paris, France	GCA_000364745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/745/GCF_000364745.1_ASM36474v1		
GCF_000016605.1	PRJNA224116	SAMN02598389		representative genome	399549	43687	Metallosphaera sedula DSM 5348	strain=DSM 5348		latest	Complete Genome	Major	Full	2007/04/25	ASM1660v1	US DOE Joint Genome Institute	GCA_000016605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/605/GCF_000016605.1_ASM1660v1		assembly from type material
GCF_000747605.1	PRJNA224116	SAMN02866348		na	43687	43687	Metallosphaera sedula	strain=CuR1		latest	Chromosome	Major	Full	2014/09/04	ASM74760v1	University of Nebraska-Lincoln	GCA_000747605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/605/GCF_000747605.1_ASM74760v1		
GCF_001266655.1	PRJNA224116	SAMN03857118		na	43687	43687	Metallosphaera sedula	strain=ARS50-1		latest	Complete Genome	Major	Full	2015/08/12	ASM126665v1	University of Nebraska-Lincoln	GCA_001266655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/655/GCF_001266655.1_ASM126665v1		
GCF_001266675.1	PRJNA224116	SAMN03857124		na	43687	43687	Metallosphaera sedula	strain=ARS50-2		latest	Complete Genome	Major	Full	2015/08/12	ASM126667v1	University of Nebraska-Lincoln	GCA_001266675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/675/GCF_001266675.1_ASM126667v1		
GCF_001266695.1	PRJNA224116	SAMN03857129		na	43687	43687	Metallosphaera sedula	strain=ARS120-1		latest	Complete Genome	Major	Full	2015/08/12	ASM126669v1	University of Nebraska-Lincoln	GCA_001266695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/695/GCF_001266695.1_ASM126669v1		
GCF_001266715.1	PRJNA224116	SAMN03857133		na	43687	43687	Metallosphaera sedula	strain=ARS120-2		latest	Complete Genome	Major	Full	2015/08/12	ASM126671v1	University of Nebraska-Lincoln	GCA_001266715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/715/GCF_001266715.1_ASM126671v1		
GCF_001266735.1	PRJNA224116	SAMN03890864		na	43687	43687	Metallosphaera sedula	strain=SARC-M1		latest	Complete Genome	Major	Full	2015/08/12	ASM126673v1	University of Nebraska-Lincoln	GCA_001266735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/266/735/GCF_001266735.1_ASM126673v1		
GCF_000336895.1	PRJNA224116	SAMN02471678	AOLX00000000.1	na	1230451	43776	Haloarcula argentinensis DSM 12282	strain=DSM 12282		latest	Contig	Major	Full	2013/02/04	ASM33689v1	University of California, Davis	GCA_000336895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/895/GCF_000336895.1_ASM33689v1		assembly from type material
GCF_900129775.1	PRJNA224116	SAMN05443636	FQWV00000000.1	na	43928	43928	Halobaculum gomorrense	strain=DSM 9297		latest	Scaffold	Major	Full	2016/12/03	IMG-taxon 2695420988 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900129775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/775/GCF_900129775.1_IMG-taxon_2695420988_annotated_assembly		assembly from type material
GCF_000337675.1	PRJNA224116	SAMN02471669	AOIB00000000.1	representative genome	1227497	44470	Natronococcus amylolyticus DSM 10524	strain=DSM 10524		latest	Contig	Major	Full	2013/02/04	ASM33767v1	University of California, Davis	GCA_000337675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/675/GCF_000337675.1_ASM33767v1		assembly from type material
GCF_000230715.2	PRJNA224116	SAMN02232042		representative genome	797304	44930	Natronobacterium gregoryi SP2	strain=SP2		latest	Complete Genome	Major	Full	2012/12/10	ASM23071v3	DOE Joint Genome Institute	GCA_000230715.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/715/GCF_000230715.2_ASM23071v3		assembly from type material
GCF_000337655.1	PRJNA224116	SAMN02471625	AOIC00000000.1	na	797304	44930	Natronobacterium gregoryi SP2	strain=SP2		latest	Contig	Major	Full	2013/02/04	ASM33765v1	University of California, Davis	GCA_000337655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/337/655/GCF_000337655.1_ASM33765v1		assembly from type material
GCF_900114025.1	PRJNA224116	SAMN05443661	FORO00000000.1	na	44930	44930	Natronobacterium gregoryi	strain=SP2		latest	Contig	Major	Full	2016/11/02	IMG-taxon 2693429900 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900114025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/025/GCF_900114025.1_IMG-taxon_2693429900_annotated_assembly		assembly from type material
GCF_900176435.1	PRJNA224116	SAMN02745355	FWYE00000000.1	na	1122961	46632	Picrophilus oshimae DSM 9789	strain=DSM 9789		latest	Contig	Major	Full	2017/04/08	IMG-taxon 2579779151 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900176435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/435/GCF_900176435.1_IMG-taxon_2579779151_annotated_assembly		
GCF_001316045.1	PRJNA224116	SAMD00000478	BBBY00000000.1	representative genome	523847	47303	Sulfolobus metallicus DSM 6482 = JCM 9184	strain=JCM 9184		latest	Contig	Major	Full	2015/10/01	ASM131604v1	The University of Tokyo	GCA_001316045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/045/GCF_001316045.1_ASM131604v1		assembly from type material
GCF_001639285.1	PRJNA224116	SAMN04867344	LWMW00000000.1	na	47311	47311	Methanobrevibacter cuticularis	strain=DSM 11139		latest	Contig	Major	Full	2016/04/29	ASM163928v1	Goettingen Genomics Laboratory	GCA_001639285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/285/GCF_001639285.1_ASM163928v1		assembly from type material
GCF_001639295.1	PRJNA224116	SAMN04867343	LWMV00000000.1	na	49547	49547	Methanobrevibacter curvatus	strain=DSM 11111		latest	Contig	Major	Full	2016/04/29	ASM163929v1	Goettingen Genomics Laboratory	GCA_001639295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/295/GCF_001639295.1_ASM163929v1		assembly from type material
GCF_000011185.1	PRJNA224116	SAMD00061089		representative genome	273116	50339	Thermoplasma volcanium GSS1	strain=GSS1		latest	Complete Genome	Major	Full	2004/05/11	ASM1118v1	National Institute of Advanced Industrial Science and Technology, Japan	GCA_000011185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/185/GCF_000011185.1_ASM1118v1		assembly from type material
GCF_000223905.1	PRJNA224116	SAMN02602960		representative genome	634497	51589	Haloarcula hispanica ATCC 33960	strain=CGMCC 1.2049		latest	Complete Genome	Major	Full	2011/08/17	ASM22390v1	 Institute of Microbiology, Chinese Academy of Sciences	GCA_000223905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/905/GCF_000223905.1_ASM22390v1		assembly from type material
GCF_000504565.1	PRJNA224116	SAMN02393367		na	1417673	51589	Haloarcula hispanica N601	strain=N601		latest	Complete Genome	Major	Full	2014/01/09	ASM50456v2	Academia Sinica, Taipei, Taiwan	GCA_000504565.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/565/GCF_000504565.1_ASM50456v2		
GCF_001592435.1	PRJNA224116	SAMN03324162		na	53952	53952	Thermococcus peptonophilus	strain=OG-1		latest	Complete Genome	Major	Full	2016/03/15	ASM159243v1	Ecole Normale Superieure de Lyon	GCA_001592435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/435/GCF_001592435.1_ASM159243v1		assembly from type material
GCF_000011105.1	PRJNA224116	SAMD00061090		representative genome	70601	53953	Pyrococcus horikoshii OT3	strain=OT3		latest	Complete Genome	Major	Full	2004/05/11	ASM1110v1	NITE	GCA_000011105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/105/GCF_000011105.1_ASM1110v1		assembly from type material
GCF_000258515.1	PRJNA224116	SAMN02470188	AJLF00000000.1	representative genome	1151117	54076	Thermococcus zilligii AN1	strain=AN1		latest	Contig	Major	Full	2012/04/11	TheZil1.0	Korea Research Institute of Bioscience and Biotechnology	GCA_000258515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/515/GCF_000258515.1_TheZil1.0		assembly from type material
GCF_000147875.1	PRJNA224116	SAMN00017400		representative genome	679926	54120	Methanolacinia petrolearia DSM 11571			latest	Complete Genome	Major	Full	2010/09/17	ASM14787v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000147875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1		assembly from type material
GCF_000015145.1	PRJNA224116	SAMN02604082		representative genome	415426	54248	Hyperthermus butylicus DSM 5456	strain=DSM 5456		latest	Complete Genome	Major	Full	2007/01/22	ASM1514v1	Univ. Copenhagen	GCA_000015145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/145/GCF_000015145.1_ASM1514v1		assembly from type material
GCF_000223395.1	PRJNA224116	SAMN02232047		representative genome	694429	54252	Pyrolobus fumarii 1A	strain=1A		latest	Complete Genome	Major	Full	2011/08/12	ASM22339v1	DOE Joint Genome Institute	GCA_000223395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/395/GCF_000223395.1_ASM22339v1		assembly from type material
GCF_000092185.1	PRJNA224116	SAMN02598509		representative genome	633148	54254	Thermosphaera aggregans DSM 11486	strain=DSM 11486		latest	Complete Genome	Major	Full	2010/05/17	ASM9218v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000092185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/185/GCF_000092185.1_ASM9218v1		assembly from type material
GCF_001481685.1	PRJNA224116	SAMN04316368		na	940295	54259	Ignicoccus islandicus DSM 13165	strain=DSM 13165		latest	Complete Genome	Major	Full	2015/12/23	ASM148168v1	Oak Ridge National Laboratory	GCA_001481685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/685/GCF_001481685.1_ASM148168v1		assembly from type material
GCF_000025505.1	PRJNA224116	SAMN02598503		representative genome	589924	54261	Ferroglobus placidus DSM 10642	strain=DSM 10642		latest	Complete Genome	Major	Full	2010/02/16	ASM2550v1	US DOE Joint Genome Institute	GCA_000025505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/505/GCF_000025505.1_ASM2550v1		assembly from type material
GCF_900012635.1	PRJNA224116	SAMEA3721282		na	54262	54262	Thermococcus chitonophagus		1	latest	Complete Genome	Major	Full	2016/04/15	Pyrococcus chitonophagus genome sequence	University of Athens	GCA_900012635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/012/635/GCF_900012635.1_Pyrococcus_chitonophagus_genome_sequence		
GCF_001639265.1	PRJNA224116	SAMN04867340	LWMT00000000.1	na	55758	55758	Methanobrevibacter filiformis	strain=DSM 11501		latest	Contig	Major	Full	2016/04/29	ASM163926v1	Goettingen Genomics Laboratory	GCA_001639265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/265/GCF_001639265.1_ASM163926v1		assembly from type material
GCF_000151105.2	PRJNA224116	SAMN02603625		representative genome	391623	55802	Thermococcus barophilus MP	strain=MP		latest	Complete Genome	Major	Full	2010/12/17	ASM15110v2	Moore Foundation	GCA_000151105.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/105/GCF_000151105.2_ASM15110v2		assembly from type material
GCF_001433455.1	PRJNA224116	SAMN03324231		na	55802	55802	Thermococcus barophilus	strain=CH5		latest	Complete Genome	Major	Full	2015/11/05	ASM143345v1	Ecole Normale Superieure de Lyon	GCA_001433455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/455/GCF_001433455.1_ASM143345v1		
GCF_000023965.1	PRJNA224116	SAMN00002610		representative genome	485914	57705	Halomicrobium mukohataei DSM 12286	strain=DSM 12286		latest	Complete Genome	Major	Full	2009/09/03	ASM2396v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000023965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/965/GCF_000023965.1_ASM2396v1		assembly from type material
GCF_000194625.1	PRJNA224116	SAMN00713598		representative genome	693661	58290	Archaeoglobus veneficus SNP6	strain=SNP6		latest	Complete Genome	Major	Full	2011/03/31	ASM19462v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000194625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/625/GCF_000194625.1_ASM19462v1		assembly from type material
GCF_000172995.2	PRJNA224116	SAMN00002580		representative genome	469382	60847	Halogeometricum borinquense DSM 11551	strain=PR 3		latest	Complete Genome	Major	Full	2010/11/22	ASM17299v2	US DOE Joint Genome Institute (JGI-PGF)	GCA_000172995.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/995/GCF_000172995.2_ASM17299v2		assembly from type material
