asm_name,assembly_accession,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
ASM23640v1,GCF_000236405.1,bacteria,GCF_000236405.1_ASM23640v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/405/GCF_000236405.1_ASM23640v1,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu,1075399,11
ASM19651v1,GCF_000196515.1,bacteria,GCF_000196515.1_ASM19651v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/515/GCF_000196515.1_ASM19651v1,'Nostoc azollae' 0708,551115,11
ASM21382v1,GCF_000213825.1,bacteria,GCF_000213825.1_ASM21382v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/825/GCF_000213825.1_ASM21382v1,Streptococcus parauberis KCTC 11537,936154,11
ASM20059v1,GCF_000200595.1,bacteria,GCF_000200595.1_ASM20059v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/595/GCF_000200595.1_ASM20059v1,Helicobacter felis ATCC 49179,936155,11
ASM14525v1,GCF_000145255.1,bacteria,GCF_000145255.1_ASM14525v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/255/GCF_000145255.1_ASM14525v1,Gallionella capsiferriformans ES-2,395494,11
ASM1978v1,GCF_000019785.1,bacteria,GCF_000019785.1_ASM1978v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/785/GCF_000019785.1_ASM1978v1,Leptothrix cholodnii SP-6,395495,11
ASM25065v1,GCF_000250655.1,bacteria,GCF_000250655.1_ASM25065v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/655/GCF_000250655.1_ASM25065v1,Paenibacillus mucilaginosus 3016,1116391,11
ASM1122v1,GCF_000011225.1,bacteria,GCF_000011225.1_ASM1122v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/225/GCF_000011225.1_ASM1122v1,Mycoplasma penetrans HF-2,272633,4
ASM19587v1,GCF_000195875.1,bacteria,GCF_000195875.1_ASM19587v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/875/GCF_000195875.1_ASM19587v1,Mycoplasma pulmonis UAB CTIP,272635,4
ASM15348v2,GCF_000153485.2,bacteria,GCF_000153485.2_ASM15348v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/485/GCF_000153485.2_ASM15348v2,Psychroflexus torquis ATCC 700755,313595,11
ASM2412v1,GCF_000024125.1,bacteria,GCF_000024125.1_ASM2412v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/125/GCF_000024125.1_ASM2412v1,Robiginitalea biformata HTCC2501,313596,11
ASM159728v1,GCF_001597285.1,bacteria,GCF_001597285.1_ASM159728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/597/285/GCF_001597285.1_ASM159728v1,Pseudomonas alcaligenes,43263,11
ASM2202v1,GCF_000022025.1,bacteria,GCF_000022025.1_ASM2202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/025/GCF_000022025.1_ASM2202v1,Pseudarthrobacter chlorophenolicus A6,452863,11
ASM15316v2,GCF_000153165.2,bacteria,GCF_000153165.2_ASM15316v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/165/GCF_000153165.2_ASM15316v2,Maribacter sp. HTCC2170,313603,11
ASM1770v1,GCF_000017705.1,bacteria,GCF_000017705.1_ASM1770v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/705/GCF_000017705.1_ASM1770v1,Vibrio campbellii ATCC BAA-1116,338187,11
ASM51742v1,GCF_000517425.1,bacteria,GCF_000517425.1_ASM51742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/425/GCF_000517425.1_ASM51742v1,Sodalis praecaptivus,1239307,11
ASM19617v1,GCF_000196175.1,bacteria,GCF_000196175.1_ASM19617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/175/GCF_000196175.1_ASM19617v1,Bdellovibrio bacteriovorus HD100,264462,11
ASM1446v1,GCF_000014465.1,bacteria,GCF_000014465.1_ASM1446v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/465/GCF_000014465.1_ASM1446v1,Lactobacillus brevis ATCC 367,387344,11
ASM76357v1,GCF_000763575.1,bacteria,GCF_000763575.1_ASM76357v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/575/GCF_000763575.1_ASM76357v1,Thermoanaerobacter kivui,2325,11
ASM1078v1,GCF_000010785.1,bacteria,GCF_000010785.1_ASM1078v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/785/GCF_000010785.1_ASM1078v1,Hydrogenobacter thermophilus TK-6,608538,11
ASM9146v1,GCF_000091465.1,bacteria,GCF_000091465.1_ASM9146v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/465/GCF_000091465.1_ASM9146v1,Vibrio tasmaniensis LGP32,575788,11
ASM14384v1,GCF_000143845.1,bacteria,GCF_000143845.1_ASM14384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/845/GCF_000143845.1_ASM14384v1,Olsenella uli DSM 7084,633147,11
ASM14460v1,GCF_000144605.1,bacteria,GCF_000144605.1_ASM14460v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/605/GCF_000144605.1_ASM14460v1,Brevundimonas subvibrioides ATCC 15264,633149,11
ASM165246v1,GCF_001652465.1,bacteria,GCF_001652465.1_ASM165246v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/465/GCF_001652465.1_ASM165246v1,Microbacterium chocolatum,84292,11
ASM21917v1,GCF_000219175.1,bacteria,GCF_000219175.1_ASM21917v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/175/GCF_000219175.1_ASM21917v1,Candidatus Moranella endobia PCIT,903503,11
ASM2596v1,GCF_000025965.1,bacteria,GCF_000025965.1_ASM2596v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/965/GCF_000025965.1_ASM2596v1,Aromatoleum aromaticum EbN1,76114,11
ASM128104v1,GCF_001281045.1,bacteria,GCF_001281045.1_ASM128104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/045/GCF_001281045.1_ASM128104v1,Spiroplasma cantharicola,362837,4
ASM144444v1,GCF_001444445.1,bacteria,GCF_001444445.1_ASM144444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/445/GCF_001444445.1_ASM144444v1,Prevotella enoeca,76123,11
ASM6992v1,GCF_000069925.1,bacteria,GCF_000069925.1_ASM6992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/925/GCF_000069925.1_ASM6992v1,Candidatus Phytoplasma australiense,59748,11
ASM2508v1,GCF_000025085.1,bacteria,GCF_000025085.1_ASM2508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/085/GCF_000025085.1_ASM2508v1,Staphylococcus lugdunensis HKU09-01,698737,11
ASM96789v1,GCF_000967895.1,bacteria,GCF_000967895.1_ASM96789v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/895/GCF_000967895.1_ASM96789v1,Oleispira antarctica RB-8,698738,11
ASM76727v3,GCF_000767275.2,bacteria,GCF_000767275.2_ASM76727v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/275/GCF_000767275.2_ASM76727v3,Fervidobacterium islandicum,2423,11
ASM1860v1,GCF_000018605.1,bacteria,GCF_000018605.1_ASM1860v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/605/GCF_000018605.1_ASM1860v1,Petrotoga mobilis SJ95,403833,11
ASM9264v1,GCF_000092645.1,bacteria,GCF_000092645.1_ASM9264v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/645/GCF_000092645.1_ASM9264v1,Thermobispora bispora DSM 43833,469371,11
ASM73753v1,GCF_000737535.1,bacteria,GCF_000737535.1_ASM73753v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/535/GCF_000737535.1_ASM73753v1,Synechococcus sp. KORDI-100,1280380,11
ASM2384v1,GCF_000023845.1,bacteria,GCF_000023845.1_ASM2384v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/845/GCF_000023845.1_ASM2384v1,Cryptobacterium curtum DSM 15641,469378,11
ASM30716v1,GCF_000307165.1,bacteria,GCF_000307165.1_ASM30716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/165/GCF_000307165.1_ASM30716v1,Amphibacillus xylanus NBRC 15112,698758,11
ASM14783v3,GCF_000147835.2,bacteria,GCF_000147835.2_ASM14783v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/835/GCF_000147835.2_ASM14783v3,Sphingobium chlorophenolicum L-1,690566,11
L_piscium,GCF_000981525.1,bacteria,GCF_000981525.1_L_piscium,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/525/GCF_000981525.1_L_piscium,Lactococcus piscium MKFS47,297352,11
ASM33088v1,GCF_000330885.1,bacteria,GCF_000330885.1_ASM33088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/885/GCF_000330885.1_ASM33088v1,Rhizobium tropici CIAT 899,698761,11
ASM2526v1,GCF_000025265.1,bacteria,GCF_000025265.1_ASM2526v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/265/GCF_000025265.1_ASM2526v1,Conexibacter woesei DSM 14684,469383,11
ASM2256v1,GCF_000022565.1,bacteria,GCF_000022565.1_ASM2256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/565/GCF_000022565.1_ASM2256v1,Acidobacterium capsulatum ATCC 51196,240015,11
ASM34878v1,GCF_000348785.1,bacteria,GCF_000348785.1_ASM34878v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/785/GCF_000348785.1_ASM34878v1,Ilumatobacter coccineus YM16-304,1313172,11
ASM1574v1,GCF_000015745.1,bacteria,GCF_000015745.1_ASM1574v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/745/GCF_000015745.1_ASM1574v1,Geobacillus thermodenitrificans NG80-2,420246,11
ASM61248v1,GCF_000612485.1,bacteria,GCF_000612485.1_ASM61248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/485/GCF_000612485.1_ASM61248v1,Bordetella holmesii ATCC 51541,1247649,11
ASM28423v1,GCF_000284235.1,bacteria,GCF_000284235.1_ASM28423v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/235/GCF_000284235.1_ASM28423v1,Arcobacter sp. L,944547,11
ASM9242v1,GCF_000092425.1,bacteria,GCF_000092425.1_ASM9242v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/425/GCF_000092425.1_ASM9242v1,Truepera radiovictrix DSM 17093,649638,11
ASM17723v2,GCF_000177235.2,bacteria,GCF_000177235.2_ASM17723v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/235/GCF_000177235.2_ASM17723v2,Bacillus cellulosilyticus DSM 2522,649639,11
ASM76353v2,GCF_000763535.1,bacteria,GCF_000763535.1_ASM76353v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/535/GCF_000763535.1_ASM76353v2,Vibrio coralliilyticus,190893,11
ASM47741v1,GCF_000477415.1,bacteria,GCF_000477415.1_ASM47741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/415/GCF_000477415.1_ASM47741v1,Mycoplasma parvum str. Indiana,1403316,4
ASM154256v1,GCF_001542565.1,bacteria,GCF_001542565.1_ASM154256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/565/GCF_001542565.1_ASM154256v1,Arthrobacter sp. ATCC 21022,1771959,11
ASM25339v1,GCF_000253395.1,bacteria,GCF_000253395.1_ASM25339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/395/GCF_000253395.1_ASM25339v1,Streptococcus thermophilus JIM 8232,1051074,11
ASM30678v1,GCF_000306785.1,bacteria,GCF_000306785.1_ASM30678v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/785/GCF_000306785.1_ASM30678v1,Modestobacter marinus,477641,11
ASM161113v1,GCF_001611135.1,bacteria,GCF_001611135.1_ASM161113v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/135/GCF_001611135.1_ASM161113v1,Pediococcus damnosus,51663,11
ASM18929v2,GCF_000189295.2,bacteria,GCF_000189295.2_ASM18929v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/295/GCF_000189295.2_ASM18929v2,Desulfovibrio desulfuricans ND132,641491,11
ASM19681v1,GCF_000196815.1,bacteria,GCF_000196815.1_ASM19681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/815/GCF_000196815.1_ASM19681v1,Nitrospira defluvii,330214,11
ASM102517v1,GCF_001025175.1,bacteria,GCF_001025175.1_ASM102517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/175/GCF_001025175.1_ASM102517v1,Bifidobacterium breve DSM 20213 = JCM 1192,518634,11
ASM102515v1,GCF_001025155.1,bacteria,GCF_001025155.1_ASM102515v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/155/GCF_001025155.1_ASM102515v1,Bifidobacterium angulatum DSM 20098 = JCM 7096,518635,11
ASM19043v1,GCF_000190435.1,bacteria,GCF_000190435.1_ASM19043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/435/GCF_000190435.1_ASM19043v1,Sphaerochaeta globosa str. Buddy,158189,11
ASM52150v1,GCF_000521505.1,bacteria,GCF_000521505.1_ASM52150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1,Advenella mimigardefordensis DPN7,1247726,11
ASM23668v1,GCF_000236685.1,bacteria,GCF_000236685.1_ASM23668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/685/GCF_000236685.1_ASM23668v1,Sphaerochaeta pleomorpha str. Grapes,158190,11
ASM28365v1,GCF_000283655.1,bacteria,GCF_000283655.1_ASM28365v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/655/GCF_000283655.1_ASM28365v1,Azospirillum lipoferum 4B,862719,11
ASM1146v1,GCF_000011465.1,bacteria,GCF_000011465.1_ASM1146v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/465/GCF_000011465.1_ASM1146v1,Prochlorococcus marinus subsp. pastoris str. CCMP1986,59919,11
ASM1246v1,GCF_000012465.1,bacteria,GCF_000012465.1_ASM1246v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/465/GCF_000012465.1_ASM1246v1,Prochlorococcus marinus str. NATL2A,59920,11
ASM2592v1,GCF_000025925.1,bacteria,GCF_000025925.1_ASM2592v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/925/GCF_000025925.1_ASM2592v1,Prevotella ruminicola 23,264731,11
ASM2432v1,GCF_000024325.1,bacteria,GCF_000024325.1_ASM2432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/325/GCF_000024325.1_ASM2432v1,Desulfohalobium retbaense DSM 5692,485915,11
ASM2382v1,GCF_000023825.1,bacteria,GCF_000023825.1_ASM2382v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1,Pedobacter heparinus DSM 2366,485917,11
ASM2420v1,GCF_000024205.1,bacteria,GCF_000024205.1_ASM2420v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/205/GCF_000024205.1_ASM2420v1,Desulfotomaculum acetoxidans DSM 771,485916,11
ASM2400v1,GCF_000024005.1,bacteria,GCF_000024005.1_ASM2400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1,Chitinophaga pinensis DSM 2588,485918,11
ASM165524v1,GCF_001655245.1,bacteria,GCF_001655245.1_ASM165524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/245/GCF_001655245.1_ASM165524v1,Mycobacterium vaccae 95051,1354275,11
ASM30688v1,GCF_000306885.1,bacteria,GCF_000306885.1_ASM30688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/885/GCF_000306885.1_ASM30688v1,Wolbachia endosymbiont of Onchocerca ochengi,100901,11
ASM2186v1,GCF_000021865.1,bacteria,GCF_000021865.1_ASM2186v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/865/GCF_000021865.1_ASM2186v1,Rhodobacter capsulatus SB 1003,272942,11
ASM16571v3,GCF_000165715.2,bacteria,GCF_000165715.2_ASM16571v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/715/GCF_000165715.2_ASM16571v3,Rubinisphaera brasiliensis DSM 5305,756272,11
ASM702v1,GCF_000007025.1,bacteria,GCF_000007025.1_ASM702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/025/GCF_000007025.1_ASM702v1,Rickettsia conorii str. Malish 7,272944,11
ASM1222v1,GCF_000012225.1,bacteria,GCF_000012225.1_ASM1222v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/225/GCF_000012225.1_ASM1222v1,Aster yellows witches'-broom phytoplasma AYWB,322098,11
ASM144253v1,GCF_001442535.1,bacteria,GCF_001442535.1_ASM144253v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/535/GCF_001442535.1_ASM144253v1,Lysobacter antibioticus,84531,11
ASM25327v1,GCF_000253275.1,bacteria,GCF_000253275.1_ASM25327v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/275/GCF_000253275.1_ASM25327v1,Flavobacterium branchiophilum FL-15,1034807,11
ASM96817v1,GCF_000968175.1,bacteria,GCF_000968175.1_ASM96817v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/175/GCF_000968175.1_ASM96817v1,Xenorhabdus poinarii G6,1354304,11
ASM73489v2,GCF_000734895.2,bacteria,GCF_000734895.2_ASM73489v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/895/GCF_000734895.2_ASM73489v2,Calothrix sp. 336/3,1337936,11
ASM55076v1,GCF_000550765.1,bacteria,GCF_000550765.1_ASM55076v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/765/GCF_000550765.1_ASM55076v1,Komagataeibacter xylinus E25,1296990,11
ASM73401v1,GCF_000734015.1,bacteria,GCF_000734015.1_ASM73401v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/015/GCF_000734015.1_ASM73401v1,Thermodesulfobacterium commune DSM 2178,289377,11
ASM38996v1,GCF_000389965.1,bacteria,GCF_000389965.1_ASM38996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/389/965/GCF_000389965.1_ASM38996v1,Actinoplanes sp. N902-109,649831,11
ASM19597v1,GCF_000195975.1,bacteria,GCF_000195975.1_ASM19597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/975/GCF_000195975.1_ASM19597v1,Synechococcus sp. WH 8102,84588,11
ASM2484v1,GCF_000024845.1,bacteria,GCF_000024845.1_ASM2484v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/845/GCF_000024845.1_ASM2484v1,Rhodothermus marinus DSM 4252,518766,11
ASM18338v1,GCF_000183385.1,bacteria,GCF_000183385.1_ASM18338v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/385/GCF_000183385.1_ASM18338v1,Mycoplasma bovis PG45,289397,4
ASM39720v1,GCF_000397205.1,bacteria,GCF_000397205.1_ASM39720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/205/GCF_000397205.1_ASM39720v1,Pseudomonas protegens CHA0,1124983,11
ASM28643v2,GCF_000286435.2,bacteria,GCF_000286435.2_ASM28643v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/435/GCF_000286435.2_ASM28643v2,Morganella morganii subsp. morganii KT,1124991,11
ASM15224v2,GCF_000152245.2,bacteria,GCF_000152245.2_ASM15224v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/152/245/GCF_000152245.2_ASM15224v2,Eubacterium limosum KIST612,903814,11
ASM128111v1,GCF_001281115.1,bacteria,GCF_001281115.1_ASM128111v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/115/GCF_001281115.1_ASM128111v1,Arthrobacter sp. LS16,1690248,11
ASM175016v1,GCF_001750165.1,bacteria,GCF_001750165.1_ASM175016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/165/GCF_001750165.1_ASM175016v1,Pseudoalteromonas luteoviolacea,43657,11
ASM148238v1,GCF_001482385.1,bacteria,GCF_001482385.1_ASM148238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/385/GCF_001482385.1_ASM148238v1,Pseudoalteromonas rubra,43658,11
ASM21237v1,GCF_000212375.1,bacteria,GCF_000212375.1_ASM21237v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/375/GCF_000212375.1_ASM21237v1,Porphyromonas asaccharolytica DSM 20707,879243,11
ASM127487v1,GCF_001274875.1,bacteria,GCF_001274875.1_ASM127487v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/875/GCF_001274875.1_ASM127487v1,Spiroplasma kunkelii CR2-3x,273035,4
ASM49593v2,GCF_000495935.2,bacteria,GCF_000495935.2_ASM49593v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/935/GCF_000495935.2_ASM49593v2,Elizabethkingia anophelis NUHP1,1338011,11
ASM21267v2,GCF_000212675.2,bacteria,GCF_000212675.2_ASM21267v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/675/GCF_000212675.2_ASM21267v2,Desulfovibrio africanus str. Walvis Bay,690850,11
ASM165256v1,GCF_001652565.1,bacteria,GCF_001652565.1_ASM165256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/565/GCF_001652565.1_ASM165256v1,Shinella sp. HZN7,879274,11
ASM708v1,GCF_000007085.1,bacteria,GCF_000007085.1_ASM708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/085/GCF_000007085.1_ASM708v1,Caldanaerobacter subterraneus subsp. tengcongensis MB4,273068,11
ASM2204v1,GCF_000022045.1,bacteria,GCF_000022045.1_ASM2204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/045/GCF_000022045.1_ASM2204v1,Cyanothece sp. PCC 7425,395961,11
ASM1984v1,GCF_000019845.1,bacteria,GCF_000019845.1_ASM1984v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/845/GCF_000019845.1_ASM1984v1,Beijerinckia indica subsp. indica ATCC 9039,395963,11
ASM21091v2,GCF_000210915.2,bacteria,GCF_000210915.2_ASM21091v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/915/GCF_000210915.2_ASM21091v2,Halobacteriovorax marinus SJ,862908,11
ASM2174v1,GCF_000021745.1,bacteria,GCF_000021745.1_ASM2174v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/745/GCF_000021745.1_ASM2174v1,Methylocella silvestris BL2,395965,11
ASM130256v1,GCF_001302565.1,bacteria,GCF_001302565.1_ASM130256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/565/GCF_001302565.1_ASM130256v1,Glutamicibacter arilaitensis,256701,11
ASM1266v1,GCF_000012665.1,bacteria,GCF_000012665.1_ASM1266v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/665/GCF_000012665.1_ASM1266v1,Desulfovibrio alaskensis G20,207559,11
ASM34994v1,GCF_000349945.1,bacteria,GCF_000349945.1_ASM34994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/945/GCF_000349945.1_ASM34994v1,Azoarcus sp. KH32C,748247,11
ASM19613v1,GCF_000196135.1,bacteria,GCF_000196135.1_ASM19613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/135/GCF_000196135.1_ASM19613v1,Wolinella succinogenes DSM 1740,273121,11
ASM9316v1,GCF_000093165.1,bacteria,GCF_000093165.1_ASM9316v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/165/GCF_000093165.1_ASM9316v1,Blattabacterium sp. (Periplaneta americana) str. BPLAN,600809,11
ASM5594v1,GCF_000055945.1,bacteria,GCF_000055945.1_ASM5594v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/945/GCF_000055945.1_ASM5594v1,Lawsonia intracellularis PHE/MN1-00,363253,11
ASM46335v1,GCF_000463355.1,bacteria,GCF_000463355.1_ASM46335v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/355/GCF_000463355.1_ASM46335v1,Streptococcus intermedius B196,862967,11
ASM2230v1,GCF_000022305.1,bacteria,GCF_000022305.1_ASM2230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/305/GCF_000022305.1_ASM2230v1,Acidovorax ebreus TPSY,535289,11
ASM46350v1,GCF_000463505.1,bacteria,GCF_000463505.1_ASM46350v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/505/GCF_000463505.1_ASM46350v1,Streptococcus anginosus C238,862971,11
ASM18366v1,GCF_000183665.1,bacteria,GCF_000183665.1_ASM18366v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/665/GCF_000183665.1_ASM18366v1,Candidatus Liberibacter solanacearum CLso-ZC1,658172,11
ASM1968v1,GCF_000019685.1,bacteria,GCF_000019685.1_ASM1968v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/685/GCF_000019685.1_ASM1968v1,Borrelia duttonii Ly,412419,11
ASM154799v1,GCF_001547995.1,bacteria,GCF_001547995.1_ASM154799v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/995/GCF_001547995.1_ASM154799v1,Asaia bogorensis NBRC 16594,1231624,11
CCh_cEper1,GCF_000304455.1,bacteria,GCF_000304455.1_CCh_cEper1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/455/GCF_000304455.1_CCh_cEper1,Cardinium endosymbiont cEper1 of Encarsia pergandiella,1231626,11
ASM96813v1,GCF_000968135.1,bacteria,GCF_000968135.1_ASM96813v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/135/GCF_000968135.1_ASM96813v1,Magnetospira sp. QH-2,1288970,11
