# assembly_accession,asm_name,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
GCF_000007605.1,ASM760v1,bacteria,GCF_000007605.1_ASM760v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/605/GCF_000007605.1_ASM760v1,Chlamydophila caviae GPIC,227941,11
GCF_001643015.1,ASM164301v1,bacteria,GCF_001643015.1_ASM164301v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/015/GCF_001643015.1_ASM164301v1,Corynebacterium crudilactis,1652495,11
GCF_000816345.1,ASM81634v1,bacteria,GCF_000816345.1_ASM81634v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/345/GCF_000816345.1_ASM81634v1,Campylobacter volucris LMG 24379,580033,11
GCF_000827005.1,ASM82700v1,bacteria,GCF_000827005.1_ASM82700v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/005/GCF_000827005.1_ASM82700v1,Streptomyces albus,1888,11
GCF_000214665.1,ASM21466v1,bacteria,GCF_000214665.1_ASM21466v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/665/GCF_000214665.1_ASM21466v1,Methylomonas methanica MC09,857087,11
GCF_000344805.1,ASM34480v1,bacteria,GCF_000344805.1_ASM34480v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1,Bradyrhizobium oligotrophicum S58,1245469,11
GCF_002224425.1,ASM222442v1,bacteria,GCF_002224425.1_ASM222442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/425/GCF_002224425.1_ASM222442v1,Lactobacillus curvatus,28038,11
GCF_000802245.2,ASM80224v2,bacteria,GCF_000802245.2_ASM80224v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/245/GCF_000802245.2_ASM80224v2,Streptomyces pluripotens,1355015,11
GCF_001941825.1,ASM194182v1,bacteria,GCF_001941825.1_ASM194182v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/825/GCF_001941825.1_ASM194182v1,Massilia putida,1141883,11
GCF_001677275.1,ASM167727v1,bacteria,GCF_001677275.1_ASM167727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/275/GCF_001677275.1_ASM167727v1,Vibrio breoganii,553239,11
GCF_000959725.1,ASM95972v1,bacteria,GCF_000959725.1_ASM95972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/725/GCF_000959725.1_ASM95972v1,Burkholderia gladioli,28095,11
GCF_000332735.1,ASM33273v1,bacteria,GCF_000332735.1_ASM33273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/735/GCF_000332735.1_ASM33273v1,Staphylococcus warneri SG1,1194526,11
GCF_000612485.1,ASM61248v1,bacteria,GCF_000612485.1_ASM61248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/485/GCF_000612485.1_ASM61248v1,Bordetella holmesii ATCC 51541,1247649,11
GCF_000828615.1,ASM82861v1,bacteria,GCF_000828615.1_ASM82861v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/615/GCF_000828615.1_ASM82861v1,Thiolapillus brandeum,1076588,11
GCF_001729485.1,ASM172948v1,bacteria,GCF_001729485.1_ASM172948v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/485/GCF_001729485.1_ASM172948v1,Streptomyces lydicus,47763,11
GCF_000192865.1,ASM19286v1,bacteria,GCF_000192865.1_ASM19286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/865/GCF_000192865.1_ASM19286v1,Marinomonas mediterranea MMB-1,717774,11
GCF_001447335.1,ASM144733v1,bacteria,GCF_001447335.1_ASM144733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/335/GCF_001447335.1_ASM144733v1,Aeromonas schubertii,652,11
GCF_000294775.2,ASM29477v2,bacteria,GCF_000294775.2_ASM29477v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/775/GCF_000294775.2_ASM29477v2,Bacillus oceanisediminis 2691,1196031,11
GCF_001460635.1,htyphlonius_mit97-6810,bacteria,GCF_001460635.1_htyphlonius_mit97-6810,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/460/635/GCF_001460635.1_htyphlonius_mit97-6810,Helicobacter typhlonius,76936,11
GCF_000012585.1,ASM1258v1,bacteria,GCF_000012585.1_ASM1258v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/585/GCF_000012585.1_ASM1258v1,Chlorobium chlorochromatii CaD3,340177,11
GCF_001499615.1,Acetobacter senegalensis 108B,bacteria,GCF_001499615.1_Acetobacter_senegalensis_108B,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/615/GCF_001499615.1_Acetobacter_senegalensis_108B,Acetobacter senegalensis,446692,11
GCF_000184705.1,ASM18470v1,bacteria,GCF_000184705.1_ASM18470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/184/705/GCF_000184705.1_ASM18470v1,Thermaerobacter marianensis DSM 12885,644966,11
GCF_900120165.1,PRJEB15652,bacteria,GCF_900120165.1_PRJEB15652,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/165/GCF_900120165.1_PRJEB15652,Ezakiella massiliensis,1852374,11
GCF_001542775.1,ASM154277v1,bacteria,GCF_001542775.1_ASM154277v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/775/GCF_001542775.1_ASM154277v1,Microterricola viridarii,412690,11
GCF_001310085.1,ASM131008v1,bacteria,GCF_001310085.1_ASM131008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/310/085/GCF_001310085.1_ASM131008v1,Rufibacter tibetensis,512763,11
GCF_001663675.1,ASM166367v1,bacteria,GCF_001663675.1_ASM166367v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/675/GCF_001663675.1_ASM166367v1,Lactobacillus backii,375175,11
GCF_000020225.1,ASM2022v1,bacteria,GCF_000020225.1_ASM2022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/225/GCF_000020225.1_ASM2022v1,Akkermansia muciniphila ATCC BAA-835,349741,11
GCF_000807675.2,ASM80767v2,bacteria,GCF_000807675.2_ASM80767v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/675/GCF_000807675.2_ASM80767v2,Eubacterium limosum,1736,11
GCF_000974425.1,ASM97442v1,bacteria,GCF_000974425.1_ASM97442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/425/GCF_000974425.1_ASM97442v1,Spirosoma radiotolerans,1379870,11
GCF_001483385.1,ASM148338v1,bacteria,GCF_001483385.1_ASM148338v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/385/GCF_001483385.1_ASM148338v1,Tenacibaculum dicentrarchi,669041,11
GCF_001025155.1,ASM102515v1,bacteria,GCF_001025155.1_ASM102515v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/155/GCF_001025155.1_ASM102515v1,Bifidobacterium angulatum DSM 20098 = JCM 7096,518635,11
GCF_000960975.1,ASM96097v1,bacteria,GCF_000960975.1_ASM96097v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/975/GCF_000960975.1_ASM96097v1,Martelella endophytica,1486262,11
GCF_000328705.1,ASM32870v1,bacteria,GCF_000328705.1_ASM32870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/705/GCF_000328705.1_ASM32870v1,Saccharothrix espanaensis DSM 44229,1179773,11
GCF_000024225.1,ASM2422v1,bacteria,GCF_000024225.1_ASM2422v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/225/GCF_000024225.1_ASM2422v1,Atopobium parvulum DSM 20469,521095,11
GCF_000332115.1,ASM33211v1,bacteria,GCF_000332115.1_ASM33211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/115/GCF_000332115.1_ASM33211v1,Nonlabens dokdonensis DSW-6,592029,11
GCF_900086555.1,34903_D01,bacteria,GCF_900086555.1_34903_D01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/555/GCF_900086555.1_34903_D01,Neisseria weaveri,28091,11
GCF_000226625.1,ASM22662v1,bacteria,GCF_000226625.1_ASM22662v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/625/GCF_000226625.1_ASM22662v1,Taylorella asinigenitalis MCE3,1008459,11
GCF_000246855.1,ASM24685v1,bacteria,GCF_000246855.1_ASM24685v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/855/GCF_000246855.1_ASM24685v1,Niastella koreensis GR20-10,700598,11
GCF_002208825.1,ASM220882v1,bacteria,GCF_002208825.1_ASM220882v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/825/GCF_002208825.1_ASM220882v1,Brevundimonas vesicularis,41276,11
GCF_000092205.1,ASM9220v1,bacteria,GCF_000092205.1_ASM9220v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/205/GCF_000092205.1_ASM9220v1,Desulfurivibrio alkaliphilus AHT 2,589865,11
GCF_000833575.1,ASM83357v1,bacteria,GCF_000833575.1_ASM83357v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/575/GCF_000833575.1_ASM83357v1,Corynebacterium singulare,161899,11
GCF_000367205.1,ASM36720v1,bacteria,GCF_000367205.1_ASM36720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/367/205/GCF_000367205.1_ASM36720v1,Cutibacterium avidum 44067,1170318,11
GCF_002101335.1,ASM210133v1,bacteria,GCF_002101335.1_ASM210133v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/335/GCF_002101335.1_ASM210133v1,Staphylococcus lutrae,155085,11
GCF_001936235.1,ASM193623v1,bacteria,GCF_001936235.1_ASM193623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/235/GCF_001936235.1_ASM193623v1,Lactobacillus jensenii,109790,11
GCF_001280225.1,ASM128022v1,bacteria,GCF_001280225.1_ASM128022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/225/GCF_001280225.1_ASM128022v1,Buchnera aphidicola (Aphis glycines),1265350,11
GCF_000023745.1,ASM2374v1,bacteria,GCF_000023745.1_ASM2374v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/745/GCF_000023745.1_ASM2374v1,Methylovorus glucosetrophus SIP3-4,582744,11
GCF_001831495.1,ASM183149v1,bacteria,GCF_001831495.1_ASM183149v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/831/495/GCF_001831495.1_ASM183149v1,Thalassotalea crassostreae,1763536,11
GCF_002214645.1,ASM221464v1,bacteria,GCF_002214645.1_ASM221464v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/645/GCF_002214645.1_ASM221464v1,Diaphorobacter polyhydroxybutyrativorans,1546149,11
GCF_000010185.1,ASM1018v1,bacteria,GCF_000010185.1_ASM1018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/185/GCF_000010185.1_ASM1018v1,Finegoldia magna ATCC 29328,334413,11
GCF_000222485.1,ASM22248v1,bacteria,GCF_000222485.1_ASM22248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/485/GCF_000222485.1_ASM22248v1,Cyclobacterium marinum DSM 745,880070,11
GCF_001653335.1,ASM165333v1,bacteria,GCF_001653335.1_ASM165333v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/335/GCF_001653335.1_ASM165333v1,Nocardioides dokdonensis FR1436,1300347,11
GCF_000024985.1,ASM2498v1,bacteria,GCF_000024985.1_ASM2498v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/985/GCF_000024985.1_ASM2498v1,Sphaerobacter thermophilus DSM 20745,479434,11
GCF_000739375.1,ASM73937v1,bacteria,GCF_000739375.1_ASM73937v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/375/GCF_000739375.1_ASM73937v1,Comamonas testosteroni TK102,1392005,11
GCF_000010125.1,ASM1012v1,bacteria,GCF_000010125.1_ASM1012v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/125/GCF_000010125.1_ASM1012v1,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,342451,11
GCF_001507645.1,ASM150764v1,bacteria,GCF_001507645.1_ASM150764v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/645/GCF_001507645.1_ASM150764v1,Hymenobacter sedentarius,1411621,11
GCF_001182745.1,NCTC11134,bacteria,GCF_001182745.1_NCTC11134,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/745/GCF_001182745.1_NCTC11134,Nocardia farcinica,37329,11
GCF_000012865.1,ASM1286v1,bacteria,GCF_000012865.1_ASM1286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/865/GCF_000012865.1_ASM1286v1,Carboxydothermus hydrogenoformans Z-2901,246194,11
GCF_001913135.1,ASM191313v1,bacteria,GCF_001913135.1_ASM191313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/135/GCF_001913135.1_ASM191313v1,Pseudomonas psychrotolerans,237610,11
GCF_000830885.1,ASM83088v1,bacteria,GCF_000830885.1_ASM83088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/885/GCF_000830885.1_ASM83088v1,Dehalococcoides mccartyi CG5,1432061,11
GCF_001402875.1,ASM140287v1,bacteria,GCF_001402875.1_ASM140287v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/875/GCF_001402875.1_ASM140287v1,Blastochloris viridis,1079,11
GCF_000284015.1,ASM28401v1,bacteria,GCF_000284015.1_ASM28401v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/015/GCF_000284015.1_ASM28401v1,Blastococcus saxobsidens DD2,1146883,11
GCF_900169485.1,PRJEB19959,bacteria,GCF_900169485.1_PRJEB19959,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/485/GCF_900169485.1_PRJEB19959,Phoenicibacter massiliensis,1944646,11
GCF_000739085.1,ASM73908v1,bacteria,GCF_000739085.1_ASM73908v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/085/GCF_000739085.1_ASM73908v1,Amycolatopsis methanolica 239,1068978,11
GCF_000265365.1,ASM26536v1,bacteria,GCF_000265365.1_ASM26536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/365/GCF_000265365.1_ASM26536v1,Alistipes finegoldii DSM 17242,679935,11
GCF_001547935.1,ASM154793v1,bacteria,GCF_001547935.1_ASM154793v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/935/GCF_001547935.1_ASM154793v1,Vibrio tritonius,1435069,11
GCF_001661675.2,ASM166167v2,bacteria,GCF_001661675.2_ASM166167v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/675/GCF_001661675.2_ASM166167v2,Croceicoccus marinus,450378,11
GCF_000800295.1,ASM80029v1,bacteria,GCF_000800295.1_ASM80029v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/295/GCF_000800295.1_ASM80029v1,Parvimonas micra,33033,11
GCF_001787335.1,ASM178733v1,bacteria,GCF_001787335.1_ASM178733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/787/335/GCF_001787335.1_ASM178733v1,Kozakia baliensis,153496,11
GCF_000214375.1,ASM21437v1,bacteria,GCF_000214375.1_ASM21437v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/375/GCF_000214375.1_ASM21437v1,Treponema primitia ZAS-2,545694,11
GCF_000008325.1,ASM832v1,bacteria,GCF_000008325.1_ASM832v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/325/GCF_000008325.1_ASM832v1,Methylococcus capsulatus str. Bath,243233,11
GCF_000477415.1,ASM47741v1,bacteria,GCF_000477415.1_ASM47741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/415/GCF_000477415.1_ASM47741v1,Mycoplasma parvum str. Indiana,1403316,4
GCF_000940995.1,ASM94099v1,bacteria,GCF_000940995.1_ASM94099v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/995/GCF_000940995.1_ASM94099v1,Photobacterium gaetbulicola Gung47,658445,11
GCF_000967915.1,ASM96791v1,bacteria,GCF_000967915.1_ASM96791v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/915/GCF_000967915.1_ASM96791v1,Acholeplasma brassicae,61635,11
GCF_000233775.1,ASM23377v1,bacteria,GCF_000233775.1_ASM23377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/775/GCF_000233775.1_ASM23377v1,Thermovirga lienii DSM 17291,580340,11
GCF_000816085.1,ASM81608v1,bacteria,GCF_000816085.1_ASM81608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/085/GCF_000816085.1_ASM81608v1,Staphylococcus hyicus,1284,11
GCF_000340885.1,ASM34088v1,bacteria,GCF_000340885.1_ASM34088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/885/GCF_000340885.1_ASM34088v1,Clostridium saccharoperbutylacetonicum N1-4(HMT),931276,11
GCF_000953635.1,LMI,bacteria,GCF_000953635.1_LMI,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/635/GCF_000953635.1_LMI,Tatlockia micdadei,451,11
GCF_000025905.1,ASM2590v1,bacteria,GCF_000025905.1_ASM2590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/905/GCF_000025905.1_ASM2590v1,Coraliomargarita akajimensis DSM 45221,583355,11
GCF_001644705.1,ASM164470v1,bacteria,GCF_001644705.1_ASM164470v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/705/GCF_001644705.1_ASM164470v1,Dickeya solani IPO 2222,1225786,11
GCF_000020165.1,ASM2016v1,bacteria,GCF_000020165.1_ASM2016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/165/GCF_000020165.1_ASM2016v1,Clostridium botulinum B str. Eklund 17B (NRP),935198,11
GCF_000508225.1,ASM50822v1,bacteria,GCF_000508225.1_ASM50822v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/225/GCF_000508225.1_ASM50822v1,Ehrlichia muris AS145,1423892,11
GCF_001465255.1,ASM146525v1,bacteria,GCF_001465255.1_ASM146525v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/255/GCF_001465255.1_ASM146525v1,Paenibacillus naphthalenovorans,162209,11
GCF_000027225.1,ASM2722v1,bacteria,GCF_000027225.1_ASM2722v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/225/GCF_000027225.1_ASM2722v1,Xenorhabdus bovienii SS-2004,406818,11
GCF_001465295.1,ASM146529v1,bacteria,GCF_001465295.1_ASM146529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/295/GCF_001465295.1_ASM146529v1,Pseudoalteromonas translucida KMM 520,1315283,11
GCF_001050475.1,ASM105047v1,bacteria,GCF_001050475.1_ASM105047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/475/GCF_001050475.1_ASM105047v1,Lactobacillus ginsenosidimutans,1007676,11
GCF_001647635.1,ASM164763v1,bacteria,GCF_001647635.1_ASM164763v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/635/GCF_001647635.1_ASM164763v1,Leifsonia xyli,1575,11
GCF_000153485.2,ASM15348v2,bacteria,GCF_000153485.2_ASM15348v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/485/GCF_000153485.2_ASM15348v2,Psychroflexus torquis ATCC 700755,313595,11
GCF_000070465.1,ASM7046v1,bacteria,GCF_000070465.1_ASM7046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/070/465/GCF_000070465.1_ASM7046v1,Bordetella avium 197N,360910,11
GCF_002028405.1,ASM202840v1,bacteria,GCF_002028405.1_ASM202840v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1,Thiomonas intermedia,926,11
GCF_000236685.1,ASM23668v1,bacteria,GCF_000236685.1_ASM23668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/685/GCF_000236685.1_ASM23668v1,Sphaerochaeta pleomorpha str. Grapes,158190,11
GCF_001648115.1,ASM164811v1,bacteria,GCF_001648115.1_ASM164811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/115/GCF_001648115.1_ASM164811v1,Buchnera aphidicola (Schlechtendalia chinensis),118110,11
GCF_000565215.1,ASM56521v1,bacteria,GCF_000565215.1_ASM56521v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/215/GCF_000565215.1_ASM56521v1,Spiroplasma sabaudiense Ar-1343,1276257,4
GCF_001971565.1,ASM197156v1,bacteria,GCF_001971565.1_ASM197156v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/565/GCF_001971565.1_ASM197156v1,Acinetobacter schindleri,108981,11
GCF_000230555.1,ASM23055v1,bacteria,GCF_000230555.1_ASM23055v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/555/GCF_000230555.1_ASM23055v1,Pelagibacterium halotolerans B2,1082931,11
GCF_000756615.1,ASM75661v1,bacteria,GCF_000756615.1_ASM75661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/615/GCF_000756615.1_ASM75661v1,Paenibacillus durus,44251,11
GCF_001653755.1,ASM165375v1,bacteria,GCF_001653755.1_ASM165375v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/755/GCF_001653755.1_ASM165375v1,Dokdonia donghaensis DSW-1,1300343,11
GCF_000092365.1,ASM9236v1,bacteria,GCF_000092365.1_ASM9236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/365/GCF_000092365.1_ASM9236v1,Arcanobacterium haemolyticum DSM 20595,644284,11
GCF_000092285.1,ASM9228v1,bacteria,GCF_000092285.1_ASM9228v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/285/GCF_000092285.1_ASM9228v1,Caulobacter segnis ATCC 21756,509190,11
GCF_001267925.1,ASM126792v1,bacteria,GCF_001267925.1_ASM126792v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/925/GCF_001267925.1_ASM126792v1,Herbaspirillum hiltneri N3,1262470,11
GCF_000828655.1,ASM82865v1,bacteria,GCF_000828655.1_ASM82865v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/655/GCF_000828655.1_ASM82865v1,Thermotoga caldifontis AZM44c09,1408159,11
GCF_001998865.1,ASM199886v1,bacteria,GCF_001998865.1_ASM199886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/865/GCF_001998865.1_ASM199886v1,Tessaracoccus flavescens,399497,11
GCF_001602095.1,ASM160209v1,bacteria,GCF_001602095.1_ASM160209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/095/GCF_001602095.1_ASM160209v1,Helicobacter himalayensis,1591088,11
GCF_002208805.1,ASM220880v1,bacteria,GCF_002208805.1_ASM220880v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/805/GCF_002208805.1_ASM220880v1,Staphylococcus pettenkoferi,170573,11
GCF_000389635.1,ASM38963v1,bacteria,GCF_000389635.1_ASM38963v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/389/635/GCF_000389635.1_ASM38963v1,Clostridium pasteurianum BC1,86416,11
GCF_001598035.1,ASM159803v1,bacteria,GCF_001598035.1_ASM159803v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/035/GCF_001598035.1_ASM159803v1,Streptococcus halotolerans,1814128,11
GCF_000941075.1,ASM94107v1,bacteria,GCF_000941075.1_ASM94107v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/075/GCF_000941075.1_ASM94107v1,Mycoplasma dispar,86660,4
GCF_002024185.1,ASM202418v1,bacteria,GCF_002024185.1_ASM202418v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/185/GCF_002024185.1_ASM202418v1,Campylobacter coli,195,11
GCF_001643775.1,ASM164377v1,bacteria,GCF_001643775.1_ASM164377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/775/GCF_001643775.1_ASM164377v1,Denitrobacterium detoxificans,79604,11
GCF_001262015.1,ASM126201v1,bacteria,GCF_001262015.1_ASM126201v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/015/GCF_001262015.1_ASM126201v1,Prevotella fusca JCM 17724,1236517,11
GCF_000011025.1,ASM1102v1,bacteria,GCF_000011025.1_ASM1102v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/025/GCF_000011025.1_ASM1102v1,Rothia mucilaginosa DY-18,680646,11
GCF_001465795.2,ASM146579v2,bacteria,GCF_001465795.2_ASM146579v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/795/GCF_001465795.2_ASM146579v2,Planococcus rifietoensis,200991,11
GCF_000015585.1,ASM1558v1,bacteria,GCF_000015585.1_ASM1558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/585/GCF_000015585.1_ASM1558v1,Halorhodospira halophila SL1,349124,11
GCF_000093085.1,ASM9308v1,bacteria,GCF_000093085.1_ASM9308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/085/GCF_000093085.1_ASM9308v1,[Bacillus] selenitireducens MLS10,439292,11
GCF_000982825.1,ASM98282v1,bacteria,GCF_000982825.1_ASM98282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/825/GCF_000982825.1_ASM98282v1,Cronobacter sakazakii,28141,11
GCF_000024945.1,ASM2494v1,bacteria,GCF_000024945.1_ASM2494v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/945/GCF_000024945.1_ASM2494v1,Veillonella parvula DSM 2008,479436,11
GCF_001310225.1,ASM131022v1,bacteria,GCF_001310225.1_ASM131022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/310/225/GCF_001310225.1_ASM131022v1,Algibacter alginicilyticus,1736674,11
GCF_000165485.1,ASM16548v1,bacteria,GCF_000165485.1_ASM16548v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/485/GCF_000165485.1_ASM16548v1,Stigmatella aurantiaca DW4/3-1,378806,11
